//|================================================================|
//| CashShop Editor - Season 18     [GM]KING                       |
//|================================================================|
//ID	Number	Value	Item	Level	Skill	Luck	Option	ExOpt	AncOp	JOH	Oexe	Socket1	Socket2	Socket3	Socket4	Socket5	Qtd	Duration	Comment
2170	2170	5000	6563	15	1	1	7	31	0	0	0	255	255	255	255	255	0	604800	// Wings of Other World (7 Days)
2180	2180	5000	6564	15	1	1	7	31	0	0	0	255	255	255	255	255	0	604800	// Cloak of Judgment (7 Days)
2190	2190	5000	6565	15	1	1	7	31	0	0	0	255	255	255	255	255	0	604800	// Cloak of Isolation (7 Days)
2200	2200	5000	6613	15	1	1	7	31	0	0	0	255	255	255	255	255	0	604800	// Wings of Destiny (7 Days)
2210	2210	5000	6618	15	1	1	7	31	0	0	0	255	255	255	255	255	0	604800	// Wings of Conviction (7 Days)
2220	2220	3000	6410	15	1	1	7	31	0	0	0	255	255	255	255	255	0	604800	// Wings of Conqueror (7 Days)
2230	2230	3000	6411	15	1	1	7	31	0	0	0	255	255	255	255	255	0	604800	// Wings of Angel and Devil (7 Days)
2240	2240	3000	6412	15	1	1	7	31	0	0	0	255	255	255	255	255	0	604800	// Wings of Conqueror (7 Days)
2250	2250	500000	4194	15	1	1	0	63	0	0	0	254	254	254	254	254	0	0	// Bloodangel Knight Armor (1 UN)
2260	2260	500000	42	15	1	1	0	63	0	0	0	255	255	255	255	255	0	0	// Bloodangel Sword (1 UN)
2270	2270	500000	44	15	1	1	0	63	0	0	0	255	255	255	255	255	0	0	// Bloodangel Magic Sword (1 UN)
2280	2280	500000	46	15	1	1	0	63	0	0	0	255	255	255	255	255	0	0	// Bloodangel Claws (1 UN)
2290	2290	500000	71	15	1	1	0	63	0	0	0	255	255	255	255	255	0	0	// Bloodangel Short Sword (1 UN)
2300	2300	500000	89	15	1	1	0	63	0	0	0	255	255	255	255	255	0	0	// Bloodangel Magic Sword (1 UN)
2310	2310	500000	105	15	1	1	0	63	0	0	0	255	255	255	255	255	0	0	// Bloodangel Blade (1 UN)
2320	2320	100	7385	0	0	0	0	0	0	0	0	255	255	255	255	255	0	0	// Titan's Anger (1 UN)
2330	2330	200	7386	0	0	0	0	0	0	0	0	255	255	255	255	255	0	0	// Tantalose's Punishment (1 UN)
2340	2340	500	7387	0	0	0	0	0	0	0	0	255	255	255	255	255	0	0	// Erohim's Nightmare (1 UN)
2350	2350	1000	7388	0	0	0	0	0	0	0	0	255	255	255	255	255	0	0	// Hell Maine's Insanity (1 UN)
2360	2360	2000	7389	0	0	0	0	0	0	0	0	255	255	255	255	255	0	0	// Kundun's Greed (1 UN)
2370	2370	50	7402	0	0	0	0	0	0	0	0	255	255	255	255	255	0	0	// Monster Summoning Scroll (1 UN)
2380	2380	50	7412	0	0	0	0	0	0	0	0	255	255	255	255	255	0	0	// Evomon Summoning Scroll (1 UN)
2390	2390	500	7673	0	0	0	0	0	0	0	0	255	255	255	255	255	0	0	// Shining Errtel Capsule [Fire] (1 UN)
2400	2400	500	7674	0	0	0	0	0	0	0	0	255	255	255	255	255	0	0	// Shining Errtel Capsule [Water] (1 UN)
2410	2410	500	6148	9	1	1	7	31	0	0	0	255	255	255	255	255	0	604800	// Wings of Soul (7 Days)
2420	2420	500	6149	9	1	1	7	31	0	0	0	255	255	255	255	255	0	604800	// Wings of Dragon (7 Days)
2430	2430	500	6147	9	1	1	7	31	0	0	0	255	255	255	255	255	0	604800	// Wings of Spirits (7 Days)
2440	2440	500	6150	9	1	1	7	31	0	0	0	255	255	255	255	255	0	604800	// Wings of Darkness (7 Days)
2450	2450	500	6186	9	1	1	7	31	0	0	0	255	255	255	255	255	0	604800	// Wing of Despair (7 Days)
2460	2460	500	6193	9	1	1	7	31	0	0	0	255	255	255	255	255	0	604800	// Cape of Fighter (7 Days)
2470	2470	100	7581	0	0	0	0	0	0	0	0	255	255	255	255	255	0	0	// Coin of Miracle (10 UN)
2480	2480	500	7675	0	0	0	0	0	0	0	0	255	255	255	255	255	0	0	// Shining Errtel Capsule [Earth] (1 UN)
2490	2490	500	7676	0	0	0	0	0	0	0	0	255	255	255	255	255	0	0	// Shining Errtel Capsule [Wind] (1 UN)
2500	2500	500	7677	0	0	0	0	0	0	0	0	255	255	255	255	255	0	0	// Shining Errtel Capsule [Darkness] (1 UN)
2510	2510	5000	10312	0	0	0	0	0	0	0	0	255	255	255	255	255	0	0	// Bloodangel Helm Box (1 UN)
2520	2520	5000	10313	0	0	0	0	0	0	0	0	255	255	255	255	255	0	0	// Bloodangel Armor Box (1 UN)
2530	2530	5000	10314	0	0	0	0	0	0	0	0	255	255	255	255	255	0	0	// Bloodangel Pants Box (1 UN)
2540	2540	5000	10315	0	0	0	0	0	0	0	0	255	255	255	255	255	0	0	// Bloodangel Gloves-Boots Box (1 UN)
2550	2550	5000	10316	0	0	0	0	0	0	0	0	255	255	255	255	255	0	0	// Bloodangel Weapon Box (1 UN)
2560	2560	1000	8193	0	0	0	0	0	0	0	0	255	255	255	255	255	0	0	// Pinocchio (Evolved) (1 UN)
2570	2570	1000	8195	0	0	0	0	0	0	0	0	255	255	255	255	255	0	0	// Geppetto (Evolved) (1 UN)
2580	2580	1000	8197	0	0	0	0	0	0	0	0	255	255	255	255	255	0	0	// Blue Fairy (Evolved) (1 UN)
2590	2590	1000	8199	0	0	0	0	0	0	0	0	255	255	255	255	255	0	0	// Papa Bear (Evolved) (1 UN)
2600	2600	1000	8201	0	0	0	0	0	0	0	0	255	255	255	255	255	0	0	// Baby Bear (Evolved) (1 UN)
2610	2610	1000	8203	0	0	0	0	0	0	0	0	255	255	255	255	255	0	0	// Mama Bear (Evolved) (1 UN)
2620	2620	1000	8205	0	0	0	0	0	0	0	0	255	255	255	255	255	0	0	// Woody (Evolved) (1 UN)
2630	2630	1000	8207	0	0	0	0	0	0	0	0	255	255	255	255	255	0	0	// Treasure Chest (Evolved) (1 UN)
2640	2640	1000	8209	0	0	0	0	0	0	0	0	255	255	255	255	255	0	0	// Treasure Hunter (Evolved) (1 UN)
2650	2650	1000	8211	0	0	0	0	0	0	0	0	255	255	255	255	255	0	0	// Tree Elf (Evolved) (1 UN)
2660	2660	1000	8213	0	0	0	0	0	0	0	0	255	255	255	255	255	0	0	// Grass Fairy (Evolved) (1 UN)
2670	2670	1000	8215	0	0	0	0	0	0	0	0	255	255	255	255	255	0	0	// Leaf Mage (Evolved) (1 UN)
2680	2680	1000	8217	0	0	0	0	0	0	0	0	255	255	255	255	255	0	0	// Samba Girl (Evolved) (1 UN)
2690	2690	1000	8219	0	0	0	0	0	0	0	0	255	255	255	255	255	0	0	// Rio (Evolved) (1 UN)
2700	2700	1000	8221	0	0	0	0	0	0	0	0	255	255	255	255	255	0	0	// Bateria (Evolved) (1 UN)
2710	2710	1000	8222	0	0	0	0	0	0	0	0	255	255	255	255	255	0	0	// Reporter (1 UN)
2720	2720	1000	8223	0	0	0	0	0	0	0	0	255	255	255	255	255	0	0	// Dragon Articles (1 UN)
2730	2730	1000	8225	0	0	0	0	0	0	0	0	255	255	255	255	255	0	0	// Tiger (Evolved) (1 UN)
2740	2740	1000	8227	0	0	0	0	0	0	0	0	255	255	255	255	255	0	0	// Libra (Evolved) (1 UN)
2750	2750	1000	8229	0	0	0	0	0	0	0	0	255	255	255	255	255	0	0	// Scorpio (Evolved) (1 UN)
2760	2760	1000	8231	0	0	0	0	0	0	0	0	255	255	255	255	255	0	0	// Rabbit (Evolved) (1 UN)
2770	2770	1000	8232	0	0	0	0	0	0	0	0	255	255	255	255	255	0	0	// Kaolin (1 UN)
2780	2780	1000	8234	0	0	0	0	0	0	0	0	255	255	255	255	255	0	0	// Chicken (Evolved) (1 UN)
2790	2790	1000	8236	0	0	0	0	0	0	0	0	255	255	255	255	255	0	0	// Rooster (Evolved) (1 UN)
2800	2800	1000	8238	0	0	0	0	0	0	0	0	255	255	255	255	255	0	0	// Angry Rooster (Evolved) (1 UN)
2810	2810	1000	8405	0	0	0	0	0	0	0	0	255	255	255	255	255	0	0	// Luki (Evolved) (1 UN)
2820	2820	1000	8407	0	0	0	0	0	0	0	0	255	255	255	255	255	0	0	// Tony (Evolved) (1 UN)
2830	2830	1000	8409	0	0	0	0	0	0	0	0	255	255	255	255	255	0	0	// Nymph (Evolved) (1 UN)
2840	2840	1000	8411	0	0	0	0	0	0	0	0	255	255	255	255	255	0	0	// Safi (Evolved) (1 UN)
2850	2850	1000	8416	0	0	0	0	0	0	0	0	255	255	255	255	255	0	0	// William (Evolved) (1 UN)
2860	2860	1000	8418	0	0	0	0	0	0	0	0	255	255	255	255	255	0	0	// Paul (Evolved) (1 UN)
2870	2870	1000	8420	0	0	0	0	0	0	0	0	255	255	255	255	255	0	0	// Chiron (Evolved) (1 UN)
2880	2880	1000	8422	0	0	0	0	0	0	0	0	255	255	255	255	255	0	0	// Wooparoo (Evolved) (1 UN)
2890	2890	1000	8424	0	0	0	0	0	0	0	0	255	255	255	255	255	0	0	// Tibetton (Evolved) (1 UN)
2900	2900	1000	8426	0	0	0	0	0	0	0	0	255	255	255	255	255	0	0	// Witch (Evolved) (1 UN)
2910	2910	1000	8428	0	0	0	0	0	0	0	0	255	255	255	255	255	0	0	// Skull (Evolved) (1 UN)
2920	2920	1000	8430	0	0	0	0	0	0	0	0	255	255	255	255	255	0	0	// Pumpkie (Evolved) (1 UN)
2930	2930	1000	8434	0	0	0	0	0	0	0	0	255	255	255	255	255	0	0	// Savath (Evolved) (1 UN)
2940	2940	1000	8436	0	0	0	0	0	0	0	0	255	255	255	255	255	0	0	// Lycan (Evolved) (1 UN)
2950	2950	1000	8438	0	0	0	0	0	0	0	0	255	255	255	255	255	0	0	// Torby (Evolved) (1 UN)
2960	2960	1000	8445	0	0	0	0	0	0	0	0	255	255	255	255	255	0	0	// Seiren (Evolved) (1 UN)
2970	2970	1000	8447	0	0	0	0	0	0	0	0	255	255	255	255	255	0	0	// Behemoth (Evolved) (1 UN)
2980	2980	1000	8449	0	0	0	0	0	0	0	0	255	255	255	255	255	0	0	// Loggle (Evolved) (1 UN)
2990	2990	1000	8451	0	0	0	0	0	0	0	0	255	255	255	255	255	0	0	// Mino (Evolved) (1 UN)
3000	3000	1000	8453	0	0	0	0	0	0	0	0	255	255	255	255	255	0	0	// Hound (Evolved) (1 UN)
3010	3010	1000	8455	0	0	0	0	0	0	0	0	255	255	255	255	255	0	0	// Trive (Evolved) (1 UN)
3020	3020	1000	8457	0	0	0	0	0	0	0	0	255	255	255	255	255	0	0	// Vogan (Evolved) (1 UN)
3030	3030	1000	8459	0	0	0	0	0	0	0	0	255	255	255	255	255	0	0	// Cyclop (Evolved) (1 UN)
3040	3040	1000	8463	0	0	0	0	0	0	0	0	255	255	255	255	255	0	0	// Bonf (Evolved) (1 UN)
3050	3050	1000	8465	0	0	0	0	0	0	0	0	255	255	255	255	255	0	0	// Hawk (Evolved) (1 UN)
3060	3060	1000	8467	0	0	0	0	0	0	0	0	255	255	255	255	255	0	0	// Muty (Evolved) (1 UN)
3070	3070	1000	8471	0	0	0	0	0	0	0	0	255	255	255	255	255	0	0	// Mantis (Evolved) (1 UN)
3080	3080	1000	8473	0	0	0	0	0	0	0	0	255	255	255	255	255	0	0	// Scolpy (Evolved) (1 UN)
3090	3090	1000	8475	0	0	0	0	0	0	0	0	255	255	255	255	255	0	0	// Chafer (Evolved) (1 UN)
3100	3100	1000	8483	0	0	0	0	0	0	0	0	255	255	255	255	255	0	0	// Cosplay Girl (Evolved) (1 UN)
3110	3110	1000	8485	0	0	0	0	0	0	0	0	255	255	255	255	255	0	0	// Cheer Girl (Evolved) (1 UN)
3120	3120	1000	8487	0	0	0	0	0	0	0	0	255	255	255	255	255	0	0	// Sporty Girl (Evolved) (1 UN)
3130	3130	1000	8489	0	0	0	0	0	0	0	0	255	255	255	255	255	0	0	// Baal (Evolved) (1 UN)
3140	3140	1000	8491	0	0	0	0	0	0	0	0	255	255	255	255	255	0	0	// Gaap (Evolved) (1 UN)
3150	3150	1000	8493	0	0	0	0	0	0	0	0	255	255	255	255	255	0	0	// Taaf (Evolved) (1 UN)
3160	3160	1000	8495	0	0	0	0	0	0	0	0	255	255	255	255	255	0	0	// Frozen (Evolved) (1 UN)
3170	3170	1000	8497	0	0	0	0	0	0	0	0	255	255	255	255	255	0	0	// Lure (Evolved) (1 UN)
3180	3180	1000	8499	0	0	0	0	0	0	0	0	255	255	255	255	255	0	0	// Fur Seal (Evolved) (1 UN)
3190	3190	1000	8501	0	0	0	0	0	0	0	0	255	255	255	255	255	0	0	// Lucky Rabbit (Evolved) (1 UN)
3200	3200	1000	8503	0	0	0	0	0	0	0	0	255	255	255	255	255	0	0	// Mooncake Rabbit (Evolved) (1 UN)
3210	3210	1000	8505	0	0	0	0	0	0	0	0	255	255	255	255	255	0	0	// Mortar Rabbit (Evolved) (1 UN)
3220	3220	1000	8507	0	0	0	0	0	0	0	0	255	255	255	255	255	0	0	// Tarius (Evolved) (1 UN)
3230	3230	1000	8509	0	0	0	0	0	0	0	0	255	255	255	255	255	0	0	// Rainer (Evolved) (1 UN)
3240	3240	1000	8511	0	0	0	0	0	0	0	0	255	255	255	255	255	0	0	// Alkamo (Evolved) (1 UN)
3250	3250	1000	8513	0	0	0	0	0	0	0	0	255	255	255	255	255	0	0	// Glacuse (Evolved) (1 UN)
3260	3260	1000	8515	0	0	0	0	0	0	0	0	255	255	255	255	255	0	0	// Kenturion (Evolved) (1 UN)
3270	3270	1000	8517	0	0	0	0	0	0	0	0	255	255	255	255	255	0	0	// Rocka (Evolved) (1 UN)
3280	3280	1000	8519	0	0	0	0	0	0	0	0	255	255	255	255	255	0	0	// Repen (Evolved) (1 UN)
3290	3290	1000	8521	0	0	0	0	0	0	0	0	255	255	255	255	255	0	0	// Pawn (Evolved) (1 UN)
3300	3300	1000	8523	0	0	0	0	0	0	0	0	255	255	255	255	255	0	0	// Griffs (Evolved) (1 UN)
3310	3310	1000	8525	0	0	0	0	0	0	0	0	255	255	255	255	255	0	0	// Polar Bear (Evolved) (1 UN)
