//|================================================================|
//| CashShop Editor - Season 18     [GM]KING                       |
//|================================================================|
//Cat	ID	Main	Item	Coin	Gift	Price	Bonus	PBase1	PBase2	PBase3	PBase4	PBase5	PBase6	PBase7	PBase8	PBase9	PBase10	PMain1	PMain2	PMain3	PMain4	PMain5	PMain6	PMain7	PMain8	PMain9	PMain10	Comment
32	134	134	1	508	500	0	0	1340	0	0	0	0	0	0	0	0	0	1340	0	0	0	0	0	0	0	0	0	// Protection Talisman
32	140	140	1	508	500	0	0	1400	0	0	0	0	0	0	0	0	0	1400	0	0	0	0	0	0	0	0	0	// Talisman of Ascension I
32	141	141	1	508	1500	0	0	1410	0	0	0	0	0	0	0	0	0	1410	0	0	0	0	0	0	0	0	0	// Talisman of Ascension II
32	142	142	1	508	2500	0	0	1420	0	0	0	0	0	0	0	0	0	1420	0	0	0	0	0	0	0	0	0	// Talisman of Ascension III
33	135	135	1	508	100	0	0	1350	0	0	0	0	0	0	0	0	0	1350	0	0	0	0	0	0	0	0	0	// Flag of the Dark Wizard
33	138	138	1	508	100	0	0	1380	0	0	0	0	0	0	0	0	0	1380	0	0	0	0	0	0	0	0	0	// Flag of the Dark Knight
33	139	139	1	508	100	0	0	1390	0	0	0	0	0	0	0	0	0	1390	0	0	0	0	0	0	0	0	0	// Flag of the Elf
33	143	143	1	508	100	0	0	1430	0	0	0	0	0	0	0	0	0	1430	0	0	0	0	0	0	0	0	0	// Flag of the Summoner
33	144	144	1	508	100	0	0	1440	0	0	0	0	0	0	0	0	0	1440	0	0	0	0	0	0	0	0	0	// Flag of the Rage Fighter
33	146	146	1	508	100	0	0	1460	0	0	0	0	0	0	0	0	0	1460	0	0	0	0	0	0	0	0	0	// Flag of the Magic Gladiator
33	147	147	1	508	100	0	0	1470	0	0	0	0	0	0	0	0	0	1470	0	0	0	0	0	0	0	0	0	// Flag of the Dark Lord
33	148	148	1	508	100	0	0	1480	0	0	0	0	0	0	0	0	0	1480	0	0	0	0	0	0	0	0	0	// Flag of the Glow Lancer
33	149	149	1	508	100	0	0	1490	0	0	0	0	0	0	0	0	0	1490	0	0	0	0	0	0	0	0	0	// Flag of the Rune Mage
33	150	150	1	508	100	0	0	1500	0	0	0	0	0	0	0	0	0	1500	0	0	0	0	0	0	0	0	0	// Flag of the Slayer
33	151	151	1	508	100	0	0	1510	0	0	0	0	0	0	0	0	0	1510	0	0	0	0	0	0	0	0	0	// Flag of the Gun Crusher
33	152	152	1	508	100	0	0	1520	0	0	0	0	0	0	0	0	0	1520	0	0	0	0	0	0	0	0	0	// Flag of the Kundum
33	153	153	1	508	100	0	0	1530	0	0	0	0	0	0	0	0	0	1530	0	0	0	0	0	0	0	0	0	// Flag of the Lemuria
33	154	154	1	508	100	0	0	1540	0	0	0	0	0	0	0	0	0	1540	0	0	0	0	0	0	0	0	0	// Flag of the Illusion Knight
33	156	156	1	508	100	0	0	1560	0	0	0	0	0	0	0	0	0	1560	0	0	0	0	0	0	0	0	0	// Korean Flag
33	157	157	1	508	100	0	0	1570	0	0	0	0	0	0	0	0	0	1570	0	0	0	0	0	0	0	0	0	// Japanese Flag
33	158	158	1	508	100	0	0	1580	0	0	0	0	0	0	0	0	0	1580	0	0	0	0	0	0	0	0	0	// Chinese Flag
33	159	159	1	508	100	0	0	1590	0	0	0	0	0	0	0	0	0	1590	0	0	0	0	0	0	0	0	0	// Taiwanese Flag
33	160	160	1	508	100	0	0	1600	0	0	0	0	0	0	0	0	0	1600	0	0	0	0	0	0	0	0	0	// Thai Flag
33	161	161	1	508	100	0	0	1610	0	0	0	0	0	0	0	0	0	1610	0	0	0	0	0	0	0	0	0	// Indonesian Flag
33	162	162	1	508	100	0	0	1620	0	0	0	0	0	0	0	0	0	1620	0	0	0	0	0	0	0	0	0	// Philippine Flag
33	163	163	1	508	100	0	0	1630	0	0	0	0	0	0	0	0	0	1630	0	0	0	0	0	0	0	0	0	// Vietnamese Flag
33	164	164	1	508	100	0	0	1640	0	0	0	0	0	0	0	0	0	1640	0	0	0	0	0	0	0	0	0	// Malaysian Flag
33	165	165	1	508	100	0	0	1650	0	0	0	0	0	0	0	0	0	1650	0	0	0	0	0	0	0	0	0	// Singaporean Flag
33	166	166	1	508	100	0	0	1660	0	0	0	0	0	0	0	0	0	1660	0	0	0	0	0	0	0	0	0	// Indian Flag
33	167	167	1	508	100	0	0	1670	0	0	0	0	0	0	0	0	0	1670	0	0	0	0	0	0	0	0	0	// European Alliance Flag
33	168	168	1	508	100	0	0	1680	0	0	0	0	0	0	0	0	0	1680	0	0	0	0	0	0	0	0	0	// American Flag
33	169	169	1	508	100	0	0	1690	0	0	0	0	0	0	0	0	0	1690	0	0	0	0	0	0	0	0	0	// Canadian Flag
33	170	170	1	508	100	0	0	1700	0	0	0	0	0	0	0	0	0	1700	0	0	0	0	0	0	0	0	0	// English Flag
33	171	171	1	508	100	0	0	1710	0	0	0	0	0	0	0	0	0	1710	0	0	0	0	0	0	0	0	0	// French Flag
33	172	172	1	508	100	0	0	1720	0	0	0	0	0	0	0	0	0	1720	0	0	0	0	0	0	0	0	0	// German Flag
33	173	173	1	508	100	0	0	1730	0	0	0	0	0	0	0	0	0	1730	0	0	0	0	0	0	0	0	0	// Russian Flag
33	174	174	1	508	100	0	0	1740	0	0	0	0	0	0	0	0	0	1740	0	0	0	0	0	0	0	0	0	// Portuguese Flag
33	175	175	1	508	100	0	0	1750	0	0	0	0	0	0	0	0	0	1750	0	0	0	0	0	0	0	0	0	// Spanish Flag
33	176	176	1	508	100	0	0	1760	0	0	0	0	0	0	0	0	0	1760	0	0	0	0	0	0	0	0	0	// Brazilian Flag
33	177	177	1	508	100	0	0	1770	0	0	0	0	0	0	0	0	0	1770	0	0	0	0	0	0	0	0	0	// Argentinian Flag
33	178	178	1	508	100	0	0	1780	0	0	0	0	0	0	0	0	0	1780	0	0	0	0	0	0	0	0	0	// Mexican Flag
33	179	179	1	508	100	0	0	1790	0	0	0	0	0	0	0	0	0	1790	0	0	0	0	0	0	0	0	0	// Greek Flag
34	103	103	1	508	500	0	0	1030	0	0	0	0	0	0	0	0	0	1030	0	0	0	0	0	0	0	0	0	// MU Pass EXP Ticket
34	104	104	1	508	500	0	0	1040	0	0	0	0	0	0	0	0	0	1040	0	0	0	0	0	0	0	0	0	// Gold Pass Ticket
34	105	105	1	508	500	0	0	1050	0	0	0	0	0	0	0	0	0	1050	0	0	0	0	0	0	0	0	0	// Premium Pass Ticket
34	583	583	1	508	500	0	0	5830	0	0	0	0	0	0	0	0	0	5830	0	0	0	0	0	0	0	0	0	// Scroll of Quickness
34	584	584	1	508	500	0	0	5840	0	0	0	0	0	0	0	0	0	5840	0	0	0	0	0	0	0	0	0	// Scroll of Defense
34	585	585	1	508	500	0	0	5850	0	0	0	0	0	0	0	0	0	5850	0	0	0	0	0	0	0	0	0	// Scroll of Wrath
34	586	586	1	508	500	0	0	5860	0	0	0	0	0	0	0	0	0	5860	0	0	0	0	0	0	0	0	0	// Scroll of Wizardry
34	587	587	1	508	500	0	0	5870	0	0	0	0	0	0	0	0	0	5870	0	0	0	0	0	0	0	0	0	// Scroll of Health
34	588	588	1	508	500	0	0	5880	0	0	0	0	0	0	0	0	0	5880	0	0	0	0	0	0	0	0	0	// Scroll of Mana
34	589	589	1	508	500	0	0	5890	0	0	0	0	0	0	0	0	0	5890	0	0	0	0	0	0	0	0	0	// Elixir of Strength
34	590	590	1	508	500	0	0	5900	0	0	0	0	0	0	0	0	0	5900	0	0	0	0	0	0	0	0	0	// Elixir of Agility
34	591	591	1	508	500	0	0	5910	0	0	0	0	0	0	0	0	0	5910	0	0	0	0	0	0	0	0	0	// Elixir of Health
34	592	592	1	508	500	0	0	5920	0	0	0	0	0	0	0	0	0	5920	0	0	0	0	0	0	0	0	0	// Elixir of Energy
34	593	593	1	508	500	0	0	5930	0	0	0	0	0	0	0	0	0	5930	0	0	0	0	0	0	0	0	0	// Elixir of Control
35	106	106	1	508	100	0	0	1060	0	0	0	0	0	0	0	0	0	1060	0	0	0	0	0	0	0	0	0	// Brown Panda Transformation Ring
35	107	107	1	508	100	0	0	1070	0	0	0	0	0	0	0	0	0	1070	0	0	0	0	0	0	0	0	0	// Great Heavenly Mage Ring
35	108	108	1	508	100	0	0	1080	0	0	0	0	0	0	0	0	0	1080	0	0	0	0	0	0	0	0	0	// Dark Transformation Ring
35	109	109	1	508	500	0	0	1090	0	0	0	0	0	0	0	0	0	1090	0	0	0	0	0	0	0	0	0	// Dark Raven
35	110	110	1	508	500	0	0	1100	0	0	0	0	0	0	0	0	0	1100	0	0	0	0	0	0	0	0	0	// Dark Horse
35	111	111	1	508	5000	0	0	1110	0	0	0	0	0	0	0	0	0	1110	0	0	0	0	0	0	0	0	0	// Horn of Fenrir
35	120	120	1	508	50	0	0	1200	0	0	0	0	0	0	0	0	0	1200	0	0	0	0	0	0	0	0	0	// Demon
35	121	121	1	508	50	0	0	1210	0	0	0	0	0	0	0	0	0	1210	0	0	0	0	0	0	0	0	0	// Spirit of Guardian
35	124	124	1	508	50	0	0	1240	0	0	0	0	0	0	0	0	0	1240	0	0	0	0	0	0	0	0	0	// Pet Panda
35	125	125	1	508	100	0	0	1250	0	0	0	0	0	0	0	0	0	1250	0	0	0	0	0	0	0	0	0	// Panda Ring
35	129	129	1	508	100	0	0	1290	0	0	0	0	0	0	0	0	0	1290	0	0	0	0	0	0	0	0	0	// Premium Muun Box
35	132	132	1	508	100	0	0	1320	0	0	0	0	0	0	0	0	0	1320	0	0	0	0	0	0	0	0	0	// Skeleton Transformation Ring
35	133	133	1	508	50	0	0	1330	0	0	0	0	0	0	0	0	0	1330	0	0	0	0	0	0	0	0	0	// Pet Skeleton
35	136	136	1	508	100	0	0	1360	0	0	0	0	0	0	0	0	0	1360	0	0	0	0	0	0	0	0	0	// Robot Knight Ring
35	137	137	1	508	100	0	0	1370	0	0	0	0	0	0	0	0	0	1370	0	0	0	0	0	0	0	0	0	// Mini Robot Ring
35	145	145	1	508	100	0	0	1450	0	0	0	0	0	0	0	0	0	1450	0	0	0	0	0	0	0	0	0	// Evolution Stone
36	190	190	1	508	500	0	0	1900	0	0	0	0	0	0	0	0	0	1900	0	0	0	0	0	0	0	0	0	// Innocent Cloak
36	191	191	1	508	500	0	0	1910	0	0	0	0	0	0	0	0	0	1910	0	0	0	0	0	0	0	0	0	// Black Cloak
36	192	192	1	508	500	0	0	1920	0	0	0	0	0	0	0	0	0	1920	0	0	0	0	0	0	0	0	0	// Cloak of Limit
36	193	193	1	508	2000	0	0	1930	0	0	0	0	0	0	0	0	0	1930	0	0	0	0	0	0	0	0	0	// Wing of Storm
36	194	194	1	508	2000	0	0	1940	0	0	0	0	0	0	0	0	0	1940	0	0	0	0	0	0	0	0	0	// Wing of Eternal
36	195	195	1	508	2000	0	0	1950	0	0	0	0	0	0	0	0	0	1950	0	0	0	0	0	0	0	0	0	// Wing of Illusion
36	196	196	1	508	2000	0	0	1960	0	0	0	0	0	0	0	0	0	1960	0	0	0	0	0	0	0	0	0	// Wing of Ruin
36	197	197	1	508	2000	0	0	1970	0	0	0	0	0	0	0	0	0	1970	0	0	0	0	0	0	0	0	0	// Cape of Emperor
36	198	198	1	508	2000	0	0	1980	0	0	0	0	0	0	0	0	0	1980	0	0	0	0	0	0	0	0	0	// Wing of Dimension
36	199	199	1	508	2000	0	0	1990	0	0	0	0	0	0	0	0	0	1990	0	0	0	0	0	0	0	0	0	// Cape of Overrule
36	200	200	1	508	2000	0	0	2000	0	0	0	0	0	0	0	0	0	2000	0	0	0	0	0	0	0	0	0	// Cloak of Brilliance
36	201	201	1	508	2000	0	0	2010	0	0	0	0	0	0	0	0	0	2010	0	0	0	0	0	0	0	0	0	// Desperate Cloak
36	202	202	1	508	2000	0	0	2020	0	0	0	0	0	0	0	0	0	2020	0	0	0	0	0	0	0	0	0	// Wings of Disillusion
36	203	203	1	508	2000	0	0	2030	0	0	0	0	0	0	0	0	0	2030	0	0	0	0	0	0	0	0	0	// Wings of Silence
36	204	204	1	508	2000	0	0	2040	0	0	0	0	0	0	0	0	0	2040	0	0	0	0	0	0	0	0	0	// Wings of Hit
36	205	205	1	508	1000	0	0	2050	0	0	0	0	0	0	0	0	0	2050	0	0	0	0	0	0	0	0	0	// Cloak of Death
36	206	206	1	508	1000	0	0	2060	0	0	0	0	0	0	0	0	0	2060	0	0	0	0	0	0	0	0	0	// Wings of Chaos
36	207	207	1	508	1000	0	0	2070	0	0	0	0	0	0	0	0	0	2070	0	0	0	0	0	0	0	0	0	// Wings of Magic
36	208	208	1	508	1000	0	0	2080	0	0	0	0	0	0	0	0	0	2080	0	0	0	0	0	0	0	0	0	// Wings of Life
36	209	209	1	508	5000	0	0	2090	0	0	0	0	0	0	0	0	0	2090	0	0	0	0	0	0	0	0	0	// Flame Wings
36	210	210	1	508	5000	0	0	2100	0	0	0	0	0	0	0	0	0	2100	0	0	0	0	0	0	0	0	0	// Cloak of Luminosity
36	211	211	1	508	5000	0	0	2110	0	0	0	0	0	0	0	0	0	2110	0	0	0	0	0	0	0	0	0	// Cloak of Hatred
36	212	212	1	508	5000	0	0	2120	0	0	0	0	0	0	0	0	0	2120	0	0	0	0	0	0	0	0	0	// Wings of Elysium
36	213	213	1	508	5000	0	0	2130	0	0	0	0	0	0	0	0	0	2130	0	0	0	0	0	0	0	0	0	// Wings of Flame God
36	214	214	1	508	5000	0	0	2140	0	0	0	0	0	0	0	0	0	2140	0	0	0	0	0	0	0	0	0	// Wing of Celestial Body
36	215	215	1	508	5000	0	0	2150	0	0	0	0	0	0	0	0	0	2150	0	0	0	0	0	0	0	0	0	// Wings of Annihilation
36	216	216	1	508	5000	0	0	2160	0	0	0	0	0	0	0	0	0	2160	0	0	0	0	0	0	0	0	0	// Cloak of Dominator
36	217	217	1	508	5000	0	0	2170	0	0	0	0	0	0	0	0	0	2170	0	0	0	0	0	0	0	0	0	// Wings of Other World
36	218	218	1	508	5000	0	0	2180	0	0	0	0	0	0	0	0	0	2180	0	0	0	0	0	0	0	0	0	// Cloak of Judgment
36	219	219	1	508	5000	0	0	2190	0	0	0	0	0	0	0	0	0	2190	0	0	0	0	0	0	0	0	0	// Cloak of Isolation
36	220	220	1	508	5000	0	0	2200	0	0	0	0	0	0	0	0	0	2200	0	0	0	0	0	0	0	0	0	// Wings of Destiny
36	221	221	1	508	5000	0	0	2210	0	0	0	0	0	0	0	0	0	2210	0	0	0	0	0	0	0	0	0	// Wings of Conviction
36	222	222	1	508	3000	0	0	2220	0	0	0	0	0	0	0	0	0	2220	0	0	0	0	0	0	0	0	0	// Wings of Conqueror
36	223	223	1	508	3000	0	0	2230	0	0	0	0	0	0	0	0	0	2230	0	0	0	0	0	0	0	0	0	// Wings of Angel and Devil
36	224	224	1	508	3000	0	0	2240	0	0	0	0	0	0	0	0	0	2240	0	0	0	0	0	0	0	0	0	// Wings of Conqueror
36	241	241	1	508	500	0	0	2410	0	0	0	0	0	0	0	0	0	2410	0	0	0	0	0	0	0	0	0	// Wings of Soul
36	242	242	1	508	500	0	0	2420	0	0	0	0	0	0	0	0	0	2420	0	0	0	0	0	0	0	0	0	// Wings of Dragon
36	243	243	1	508	500	0	0	2430	0	0	0	0	0	0	0	0	0	2430	0	0	0	0	0	0	0	0	0	// Wings of Spirits
36	244	244	1	508	500	0	0	2440	0	0	0	0	0	0	0	0	0	2440	0	0	0	0	0	0	0	0	0	// Wings of Darkness
36	245	245	1	508	500	0	0	2450	0	0	0	0	0	0	0	0	0	2450	0	0	0	0	0	0	0	0	0	// Wing of Despair
36	246	246	1	508	500	0	0	2460	0	0	0	0	0	0	0	0	0	2460	0	0	0	0	0	0	0	0	0	// Cape of Fighter
36	594	594	1	508	3000	0	0	5940	0	0	0	0	0	0	0	0	0	5940	0	0	0	0	0	0	0	0	0	// Wings of Authority
37	115	115	1	508	200	0	0	1150	0	0	0	0	0	0	0	0	0	1150	0	0	0	0	0	0	0	0	0	// Devil Square Ticket
37	116	116	1	508	200	0	0	1160	0	0	0	0	0	0	0	0	0	1160	0	0	0	0	0	0	0	0	0	// Blood Castle Ticket
37	117	117	1	508	200	0	0	1170	0	0	0	0	0	0	0	0	0	1170	0	0	0	0	0	0	0	0	0	// Illusion Temple Ticket
37	127	127	1	508	20	0	0	1270	0	0	0	0	0	0	0	0	0	1270	0	0	0	0	0	0	0	0	0	// Complete Secromicon
37	128	128	1	508	20	0	0	1280	0	0	0	0	0	0	0	0	0	1280	0	0	0	0	0	0	0	0	0	// Mirror of Dimensions
37	131	131	1	508	200	0	0	1310	0	0	0	0	0	0	0	0	0	1310	0	0	0	0	0	0	0	0	0	// Open Access Ticket to Chaos Ca
38	232	232	1	508	100	0	0	2320	0	0	0	0	0	0	0	0	0	2320	0	0	0	0	0	0	0	0	0	// Titan's Anger
38	233	233	1	508	200	0	0	2330	0	0	0	0	0	0	0	0	0	2330	0	0	0	0	0	0	0	0	0	// Tantalose's Punishment
38	234	234	1	508	500	0	0	2340	0	0	0	0	0	0	0	0	0	2340	0	0	0	0	0	0	0	0	0	// Erohim's Nightmare
38	235	235	1	508	1000	0	0	2350	0	0	0	0	0	0	0	0	0	2350	0	0	0	0	0	0	0	0	0	// Hell Maine's Insanity
38	236	236	1	508	2000	0	0	2360	0	0	0	0	0	0	0	0	0	2360	0	0	0	0	0	0	0	0	0	// Kundun's Greed
38	237	237	1	508	50	0	0	2370	0	0	0	0	0	0	0	0	0	2370	0	0	0	0	0	0	0	0	0	// Monster Summoning Scroll
38	238	238	1	508	50	0	0	2380	0	0	0	0	0	0	0	0	0	2380	0	0	0	0	0	0	0	0	0	// Evomon Summoning Scroll
39	239	239	1	508	500	0	0	2390	0	0	0	0	0	0	0	0	0	2390	0	0	0	0	0	0	0	0	0	// Shining Errtel Capsule [Fire]
39	240	240	1	508	500	0	0	2400	0	0	0	0	0	0	0	0	0	2400	0	0	0	0	0	0	0	0	0	// Shining Errtel Capsule [Water]
39	248	248	1	508	500	0	0	2480	0	0	0	0	0	0	0	0	0	2480	0	0	0	0	0	0	0	0	0	// Shining Errtel Capsule [Earth]
39	249	249	1	508	500	0	0	2490	0	0	0	0	0	0	0	0	0	2490	0	0	0	0	0	0	0	0	0	// Shining Errtel Capsule [Wind]
39	250	250	1	508	500	0	0	2500	0	0	0	0	0	0	0	0	0	2500	0	0	0	0	0	0	0	0	0	// Shining Errtel Capsule [Darkness]
39	251	251	1	508	5000	0	0	2510	0	0	0	0	0	0	0	0	0	2510	0	0	0	0	0	0	0	0	0	// Bloodangel Helm Box
39	252	252	1	508	5000	0	0	2520	0	0	0	0	0	0	0	0	0	2520	0	0	0	0	0	0	0	0	0	// Bloodangel Armor Box
39	253	253	1	508	5000	0	0	2530	0	0	0	0	0	0	0	0	0	2530	0	0	0	0	0	0	0	0	0	// Bloodangel Pants Box
39	254	254	1	508	5000	0	0	2540	0	0	0	0	0	0	0	0	0	2540	0	0	0	0	0	0	0	0	0	// Bloodangel Gloves-Boots Box
39	255	255	1	508	5000	0	0	2550	0	0	0	0	0	0	0	0	0	2550	0	0	0	0	0	0	0	0	0	// Bloodangel Weapon Box
40	256	256	1	508	1000	0	0	2560	0	0	0	0	0	0	0	0	0	2560	0	0	0	0	0	0	0	0	0	// Pinocchio (Evolved)
40	257	257	1	508	1000	0	0	2570	0	0	0	0	0	0	0	0	0	2570	0	0	0	0	0	0	0	0	0	// Geppetto (Evolved)
40	258	258	1	508	1000	0	0	2580	0	0	0	0	0	0	0	0	0	2580	0	0	0	0	0	0	0	0	0	// Blue Fairy (Evolved)
40	259	259	1	508	1000	0	0	2590	0	0	0	0	0	0	0	0	0	2590	0	0	0	0	0	0	0	0	0	// Papa Bear (Evolved)
40	260	260	1	508	1000	0	0	2600	0	0	0	0	0	0	0	0	0	2600	0	0	0	0	0	0	0	0	0	// Baby Bear (Evolved)
40	261	261	1	508	1000	0	0	2610	0	0	0	0	0	0	0	0	0	2610	0	0	0	0	0	0	0	0	0	// Mama Bear (Evolved)
40	262	262	1	508	1000	0	0	2620	0	0	0	0	0	0	0	0	0	2620	0	0	0	0	0	0	0	0	0	// Woody (Evolved)
40	263	263	1	508	1000	0	0	2630	0	0	0	0	0	0	0	0	0	2630	0	0	0	0	0	0	0	0	0	// Treasure Chest (Evolved)
40	264	264	1	508	1000	0	0	2640	0	0	0	0	0	0	0	0	0	2640	0	0	0	0	0	0	0	0	0	// Treasure Hunter (Evolved)
40	265	265	1	508	1000	0	0	2650	0	0	0	0	0	0	0	0	0	2650	0	0	0	0	0	0	0	0	0	// Tree Elf (Evolved)
40	266	266	1	508	1000	0	0	2660	0	0	0	0	0	0	0	0	0	2660	0	0	0	0	0	0	0	0	0	// Grass Fairy (Evolved)
40	267	267	1	508	1000	0	0	2670	0	0	0	0	0	0	0	0	0	2670	0	0	0	0	0	0	0	0	0	// Leaf Mage (Evolved)
40	268	268	1	508	1000	0	0	2680	0	0	0	0	0	0	0	0	0	2680	0	0	0	0	0	0	0	0	0	// Samba Girl (Evolved)
40	269	269	1	508	1000	0	0	2690	0	0	0	0	0	0	0	0	0	2690	0	0	0	0	0	0	0	0	0	// Rio (Evolved)
40	270	270	1	508	1000	0	0	2700	0	0	0	0	0	0	0	0	0	2700	0	0	0	0	0	0	0	0	0	// Bateria (Evolved)
40	271	271	1	508	1000	0	0	2710	0	0	0	0	0	0	0	0	0	2710	0	0	0	0	0	0	0	0	0	// Reporter
40	272	272	1	508	1000	0	0	2720	0	0	0	0	0	0	0	0	0	2720	0	0	0	0	0	0	0	0	0	// Dragon Articles
40	273	273	1	508	1000	0	0	2730	0	0	0	0	0	0	0	0	0	2730	0	0	0	0	0	0	0	0	0	// Tiger (Evolved)
40	274	274	1	508	1000	0	0	2740	0	0	0	0	0	0	0	0	0	2740	0	0	0	0	0	0	0	0	0	// Libra (Evolved)
40	275	275	1	508	1000	0	0	2750	0	0	0	0	0	0	0	0	0	2750	0	0	0	0	0	0	0	0	0	// Scorpio (Evolved)
40	276	276	1	508	1000	0	0	2760	0	0	0	0	0	0	0	0	0	2760	0	0	0	0	0	0	0	0	0	// Rabbit (Evolved)
40	277	277	1	508	1000	0	0	2770	0	0	0	0	0	0	0	0	0	2770	0	0	0	0	0	0	0	0	0	// Kaolin
40	278	278	1	508	1000	0	0	2780	0	0	0	0	0	0	0	0	0	2780	0	0	0	0	0	0	0	0	0	// Chicken (Evolved)
40	279	279	1	508	1000	0	0	2790	0	0	0	0	0	0	0	0	0	2790	0	0	0	0	0	0	0	0	0	// Rooster (Evolved)
40	280	280	1	508	1000	0	0	2800	0	0	0	0	0	0	0	0	0	2800	0	0	0	0	0	0	0	0	0	// Angry Rooster (Evolved)
40	281	281	1	508	1000	0	0	2810	0	0	0	0	0	0	0	0	0	2810	0	0	0	0	0	0	0	0	0	// Luki (Evolved)
40	282	282	1	508	1000	0	0	2820	0	0	0	0	0	0	0	0	0	2820	0	0	0	0	0	0	0	0	0	// Tony (Evolved)
40	283	283	1	508	1000	0	0	2830	0	0	0	0	0	0	0	0	0	2830	0	0	0	0	0	0	0	0	0	// Nymph (Evolved)
40	284	284	1	508	1000	0	0	2840	0	0	0	0	0	0	0	0	0	2840	0	0	0	0	0	0	0	0	0	// Safi (Evolved)
40	285	285	1	508	1000	0	0	2850	0	0	0	0	0	0	0	0	0	2850	0	0	0	0	0	0	0	0	0	// William (Evolved)
40	286	286	1	508	1000	0	0	2860	0	0	0	0	0	0	0	0	0	2860	0	0	0	0	0	0	0	0	0	// Paul (Evolved)
40	287	287	1	508	1000	0	0	2870	0	0	0	0	0	0	0	0	0	2870	0	0	0	0	0	0	0	0	0	// Chiron (Evolved)
40	288	288	1	508	1000	0	0	2880	0	0	0	0	0	0	0	0	0	2880	0	0	0	0	0	0	0	0	0	// Wooparoo (Evolved)
40	289	289	1	508	1000	0	0	2890	0	0	0	0	0	0	0	0	0	2890	0	0	0	0	0	0	0	0	0	// Tibetton (Evolved)
40	290	290	1	508	1000	0	0	2900	0	0	0	0	0	0	0	0	0	2900	0	0	0	0	0	0	0	0	0	// Witch (Evolved)
40	291	291	1	508	1000	0	0	2910	0	0	0	0	0	0	0	0	0	2910	0	0	0	0	0	0	0	0	0	// Skull (Evolved)
